Datetime,HourlyFlow,meanspeed
2019-12-07 09:30:00,900,103.72777777777777
2019-12-07 09:45:00,807,103.16852540272615
2019-12-07 10:00:00,734,103.41280653950953
2019-12-07 10:15:00,757,103.47820343461031
2019-12-07 10:30:00,850,102.98941176470588
2019-12-07 10:45:00,834,104.70263788968825
2019-12-07 11:00:00,847,102.29043683589138
2019-12-07 11:15:00,874,104.40389016018307
2019-12-07 11:30:00,975,103.21230769230769
2019-12-07 11:45:00,962,102.58731808731808
2019-12-07 12:00:00,1045,101.32918660287082
2019-12-07 12:15:00,1069,100.71281571562207
2019-12-07 12:30:00,997,101.31795386158475
2019-12-07 12:45:00,1047,99.3686723973257
2019-12-07 13:00:00,943,101.12831389183457
2019-12-07 13:15:00,1025,100.00878048780488
2019-12-07 13:30:00,1020,99.40490196078431
2019-12-07 13:45:00,1053,102.20132953466286
2019-12-07 14:00:00,1007,101.56802383316783
2019-12-07 14:15:00,903,102.64341085271317
2019-12-07 14:30:00,910,101.96043956043955
2019-12-07 14:45:00,977,101.93654042988742
2019-12-07 15:00:00,898,101.70155902004454
2019-12-07 15:15:00,881,102.89330306469921
2019-12-07 15:30:00,854,102.81967213114754
2019-12-07 15:45:00,917,101.06106870229007
2019-12-07 16:00:00,895,100.30279329608939
2019-12-07 16:15:00,916,99.2150655021834
2019-12-07 16:30:00,847,98.88547815820543
2019-12-07 16:45:00,891,96.45117845117845
2019-12-07 17:00:00,763,98.06553079947575
2019-12-07 17:15:00,804,98.13308457711443
2019-12-07 17:30:00,685,97.4963503649635
2019-12-07 17:45:00,692,97.90751445086705
2019-12-07 18:00:00,662,99.40785498489426
2019-12-07 18:15:00,692,99.86416184971098
2019-12-07 18:30:00,586,101.05972696245733
2019-12-07 18:45:00,542,100.39852398523985
2019-12-07 19:00:00,565,99.63008849557522
2019-12-07 19:15:00,543,99.05893186003684
2019-12-07 19:30:00,504,99.84722222222223
2019-12-07 19:45:00,477,99.54088050314465
2019-12-07 20:00:00,416,100.09375
2019-12-07 20:15:00,361,99.21329639889197
2019-12-07 20:30:00,342,94.59941520467837
2019-12-07 20:45:00,321,97.29283489096574
2019-12-07 21:00:00,266,97.52255639097744
2019-12-07 21:15:00,208,93.47115384615384
2019-12-07 21:30:00,192,98.63020833333333
2019-12-07 21:45:00,198,101.4040404040404
2019-12-07 22:00:00,191,102.47643979057591
2019-12-07 22:15:00,194,100.22164948453609
2019-12-07 22:30:00,196,101.93367346938776
2019-12-07 22:45:00,161,105.80124223602485
2019-12-07 23:00:00,202,100.58910891089108
2019-12-07 23:15:00,175,101.30285714285715
2019-12-07 23:30:00,137,102.42335766423358
2019-12-07 23:45:00,172,101.13953488372093
